iter	RMSE
0	4211.715244
1	3941.775989
2	3707.21096
3	3497.585469
4	3314.062698
5	3154.53945
6	3015.788483
7	2892.945752
8	2784.296457
9	2693.699479
10	2615.779776
11	2545.822978
12	2486.589551
13	2434.509079
14	2380.585657
15	2338.653552
16	2300.730353
17	2268.885233
18	2237.834719
19	2212.413361
20	2185.633397
21	2163.046883
22	2144.13889
23	2126.672572
24	2107.590621
25	2090.78307
26	2076.319815
27	2064.779086
28	2054.397981
29	2043.602408
